File_Index,File_Name,Error_Type,Error_Description,Line_Number,Suggested_Action
115,BNKNYC.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
116,BNKNYCA.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
117,BOB100_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
118,BOHQ01.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
119,BOHQ100.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
120,BOHQ101.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
121,BOHTRKQ01.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
122,BOL.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
123,BOLTTO.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
124,BOXFIX.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
125,BRKSHIPTO.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
126,C4740.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
127,C4740I.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
128,C4741.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
129,C4741A.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
130,C4741B.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
131,C4741FSNM.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
132,C4741R.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
134,CAA0PVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
137,CAA1PVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
140,CAA2PVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
143,CAA4PFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
147,CAA6PFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
149,CAA8SRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
150,CAA8SRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
152,CAADREP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
153,CAAFJOP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
154,CAAFREP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
155,CAAHSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
156,CAAHSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
159,CAAIEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
161,CAAJSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
162,CAAJSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
165,CAALE1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
169,CAAMSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
170,CAAMSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
173,CAANSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
177,CAAZE1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
180,CAB0E1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
182,CAB1123115.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
183,CAB1JOP.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
184,CAB1JOPA.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
186,CAB1PFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
188,CAB5SRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
189,CAB5SRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
192,CAB6EFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
195,CAB7CPP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
196,CAB7CPPAMB.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
197,CAB7JOP.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
199,CAB7PFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
201,CABBREP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
203,CABJEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
207,CABOSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
208,CABOSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
211,CABPEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
215,CABQPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
217,CABRSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
218,CABRSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
221,CABSEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
225,CABTPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
227,CABVSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
228,CABVSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
231,CABWEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
235,CABXPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
237,CABYSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
238,CABYSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
240,CABZJOP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
241,CABZREP.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
242,CABZREP1.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
243,CABZREPJH.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
244,CABZREPSAL.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
245,CABZREPZZ.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
247,CAC4E3R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
250,CAC6E1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
253,CAC7E1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
256,CAC8E1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
261,CACDPVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
263,CACFSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
264,CACFSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
267,CACHPVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
271,CACLPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
274,CACOSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
277,CACQE3R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
281,CACTPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
284,CACWEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
286,CADRREP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
287,CAEOJOP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
288,CAEOJOPSVQ.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
289,CAEOJOPX.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
290,CAEOREP.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
291,CALCOM.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
292,CALCROUTE.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
293,CALCRTSBE.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
294,CALENDAR.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
295,CALSUM.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
297,CAMAEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
299,CAMDSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
300,CAMDSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
303,CAMEEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
305,CAMISRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
306,CAMISRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
309,CAMJEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
312,CAMWSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
315,CAMXEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
317,CAODEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
318,CAOSSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
319,CAOSSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
321,CAP1SRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
322,CAP1SRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
325,CAP6DFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
326,CAP6DFR_DSPF.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
329,CAP8PVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
331,CAPCALVER.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
334,CAQEPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
336,CAQQSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
337,CAQQSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
341,CARDTLQ01.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
342,CARDTLQ02.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
343,CARDTLQ03.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
344,CARDTQ01.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
345,CARDTQ02.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
346,CARPAY1231.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
347,CARRFAXCD.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
348,CARSDISQ01.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
350,CASEDTL.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
352,CATCPVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
357,CAWCPFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
360,CAX0PVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
362,CAXFQFC.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
364,CAXJSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
367,CAXLEFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
369,CAXPSRR_AD.txt,INFO,No relationships found - Action Diagram with no program calls detected,N/A,File processed successfully but contains no program calls or DDS references
370,CAXPSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
373,CAXTSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
376,CAXYDFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
379,CAXZPVR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
382,CAY3EFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
385,CAZCSRR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
388,CAZHE1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
391,CAZKE1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
394,CAZLDFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
398,CAZMDFR_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
401,CAZSE1R_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
403,CB.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
404,CCDSELE1_D.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
405,CCDSELW_DDS.txt,INFO,"No relationships found - Data Definition Specification (DDS) file - defines files, doesn't reference them",N/A,File processed successfully but contains no program calls or DDS references
406,CCPYWW.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
416,CDOCCRT.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
417,CDOCDEV.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
418,CDOCFUN.txt,INFO,"No relationships found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls or DDS references
419,CHART.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
420,CHARTPK.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
421,CHARTPORK.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
422,CHECKS.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
424,CHKHLDSUB.txt,INFO,No relationships found - RPG program with no calls or F-specs - may use only data structures,N/A,File processed successfully but contains no program calls or DDS references
425,CHKOUTEX.txt,INFO,No relationships found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls or DDS references
